pic_num;training_loop.thisRepN;training_loop.thisTrialN;training_loop.thisN;training_loop.thisIndex;trials_2.thisRepN;trials_2.thisTrialN;trials_2.thisN;trials_2.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;thisRow.t;notes;intro_text.started;intro_click.started;intro_click.x;intro_click.y;intro_click.leftButton;intro_click.midButton;intro_click.rightButton;intro_click.time;show_images.started;image0_name;image0_position;image1_name;image1_position;image2_name;image2_position;image3_name;image3_position;image4_name;image4_position;image5_name;image5_position;image6_name;image6_position;image7_name;image7_position;image8_name;image8_position;image9_name;image9_position;image10_name;image10_position;image11_name;image11_position;image12_name;image12_position;image0.started;image1.started;image2.started;image3.started;image4.started;image5.started;image6.started;image7.started;image8.started;image9.started;image10.started;image11.started;image12.started;show_images.stopped;blank_screen.started;blank_text.started;blank_text.stopped;blank_screen.stopped;show_images_changed.started;correct_image;correct_image_name;correct_image_pos;image0_2.started;image1_2.started;image2_2.started;image3_2.started;image4_2.started;image5_2.started;image6_2.started;image7_2.started;image8_2.started;image9_2.started;image10_2.started;image11_2.started;image12_2.started;mouse.started;show_images_changed.stopped;is_correct;mouse.x;mouse.y;mouse.leftButton;mouse.midButton;mouse.rightButton;mouse.time;mouse.clicked_name;mouse.clicked_image;feedback.started;feedback_text.started;feedback.stopped;feedback_text.stopped;begin_real_trial.started;text.started;begin_real_trial.stopped;so_long_and_thanks_for_all_the_fish.started;goodbye_text.started;goodbye_click.started;so_long_and_thanks_for_all_the_fish.stopped;goodbye_click.x;goodbye_click.y;goodbye_click.leftButton;goodbye_click.midButton;goodbye_click.rightButton;goodbye_click.time;id;age;date;expName;psychopyVersion;frameRate;expStart
;;;;;;;;;;;;;;;0.04439519997686148;0.03557780000846833;[-0.027083333333333334];[-0.25925925925925924];[1];[0];[0];[29.01866760000121];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
9;;;;;0;1;1;1;2;0;2;0;223.5658500000136;;;;;;;;;;222.8886274000397;bogre.png;[-0.25, 0.75];papucs.png;[0.75, 0.25];fagyi.png;[0.25, -0.75];fogas.png;[0.25, -0.25];alma.png;[-0.25, 0.25];auto.png;[-0.75, 0.75];ceruza.png;[-0.75, -0.25];ollo.png;[0.25, 0.25];fotel.png;[0.75, -0.75];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;224.39702579996083;234.37851539999247;238.89095739996992;238.89567719993647;240.0623907999834;239.391008400009;234.87759309995454;image8_2;laptop.png;[0.75, -0.75];236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;236.3891201999504;0.010798399918712676;238.89005339995492;True;[0.7489583333333333];[-0.6796296296296296];[1];[0];[0];[2.4999231999972835];['image8_2'];['laptop.png'];;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
9;;;;;0;1;1;1;3;0;3;0;240.0623907999834;;;;;;;;;;239.39152800000738;macko.png;[0.75, -0.25];papucs.png;[0.75, 0.75];alma.png;[-0.75, -0.75];ora.png;[-0.75, 0.25];ollo.png;[0.25, 0.75];szemuveg.png;[-0.25, 0.75];letra.png;[-0.25, -0.25];fogas.png;[0.25, 0.25];esernyo.png;[0.75, 0.25];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;240.90097930002958;250.88716769998427;261.03833589993883;261.0434084000299;262.23195399995893;261.53653299994767;251.38996830000542;image8_2;auto.png;[0.75, 0.25];252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;252.89496990002226;0.007974399952217937;261.03744380001444;True;[0.6395833333333333];[0.13518518518518519];[1];[0];[0];[8.14151149999816];['image8_2'];['auto.png'];;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
9;;;;;0;1;1;1;4;0;4;0;262.23195399995893;;;;;;;;;;261.5369470999576;macko.png;[-0.75, -0.75];papucs.png;[0.25, -0.25];fotel.png;[-0.25, 0.25];ceruza.png;[-0.75, 0.75];szemuveg.png;[0.75, 0.75];alma.png;[0.75, -0.75];ora.png;[-0.25, -0.25];vodor.png;[-0.25, 0.75];fogas.png;[0.75, 0.25];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;263.0460178999929;273.03392930002883;276.49175059993286;276.4968215000117;278.00306679995265;276.9944342999952;273.5383090999676;image8_2;zokni.png;[0.75, 0.25];275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;275.0441624999512;0.010433100047521293;276.49079830001574;True;[0.6114583333333333];[0.2037037037037037];[1];[0];[0];[1.4456929001025856];['image8_2'];['zokni.png'];;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
9;;;;;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
13;;;;;0;2;2;2;0;0;0;0;278.00306679995265;;;;;;;;;;276.99560130003374;kad.png;[0.75, 0.75];fogas.png;[-0.75, 0.75];bogre.png;[0.25, -0.75];letra.png;[-0.25, -0.25];papucs.png;[0.75, -0.25];auto.png;[0.75, 0.25];hajszarito.png;[-0.25, -0.75];fagyi.png;[-0.75, -0.75];ceruza.png;[-0.25, 0.75];szemuveg.png;[0.25, 0.75];alma.png;[0.25, -0.25];kamera.png;[-0.75, 0.25];macko.png;[0.75, -0.75];278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;278.50380750000477;288.4880301000085;293.2548531999346;293.2600693999557;294.7542575999396;293.7576572999824;288.9903153999476;image12_2;ollo.png;[0.75, -0.75];290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;290.4986280000303;0.010779400006867945;293.2530096999835;False;[-0.74375];[0.22037037037037038];[1];[0];[0];[2.7533977000275627];['image11_2'];['kamera.png'];;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
13;;;;;0;2;2;2;1;0;1;0;294.7542575999396;;;;;;;;;;293.7580990999704;bogre.png;[-0.25, -0.75];kad.png;[-0.25, -0.25];hajszarito.png;[0.25, -0.25];letra.png;[0.25, -0.75];szemuveg.png;[0.75, 0.25];ollo.png;[-0.75, -0.25];ora.png;[-0.25, 0.25];vodor.png;[0.75, 0.75];fogas.png;[0.25, 0.25];laptop.png;[-0.25, 0.75];kamera.png;[0.75, -0.75];fotel.png;[-0.75, 0.25];esernyo.png;[-0.75, 0.75];295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;295.2644181000069;305.2537360000424;311.8990335999988;311.9038366000168;313.37361340003554;312.4005330000073;305.7531263999408;image12_2;fagyi.png;[-0.75, 0.75];307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;307.2664081000257;0.012853300082497299;311.8981737999711;False;[-0.14270833333333333];[0.575925925925926];[1];[0];[0];[4.630956499953754];['image9_2'];['laptop.png'];;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
13;;;;;0;2;2;2;2;0;2;0;313.37361340003554;;;;;;;;;;312.4011011000257;hajszarito.png;[0.25, -0.25];kad.png;[0.25, 0.75];esernyo.png;[0.75, 0.25];fogas.png;[0.25, -0.75];zokni.png;[0.75, 0.75];bogre.png;[0.75, -0.25];papucs.png;[0.75, -0.75];auto.png;[-0.25, 0.75];fagyi.png;[0.25, 0.25];macko.png;[-0.25, 0.25];alma.png;[-0.25, -0.25];letra.png;[-0.75, 0.75];vodor.png;[-0.75, 0.25];313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;313.90789849997964;323.894297300023;327.1550799999386;327.16026269993745;328.61330359999556;327.65259640000295;324.39414769993164;image12_2;ceruza.png;[-0.75, 0.25];325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;325.90689979994204;0.01275380002334714;327.1542213000357;True;[-0.68125];[0.2111111111111111];[1];[0];[0];[1.246436299989];['image12_2'];['ceruza.png'];;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
13;;;;;0;2;2;2;3;0;3;0;328.61330359999556;;;;;;;;;;327.65303000004496;ora.png;[0.75, -0.25];auto.png;[-0.25, -0.75];ceruza.png;[-0.75, -0.75];fagyi.png;[0.25, -0.25];zokni.png;[0.75, 0.25];letra.png;[-0.75, -0.25];alma.png;[-0.25, 0.75];esernyo.png;[0.25, 0.25];kamera.png;[0.25, 0.75];szemuveg.png;[-0.75, 0.75];hajszarito.png;[-0.25, -0.25];bogre.png;[0.75, 0.75];laptop.png;[0.25, -0.75];329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;329.1679073999403;339.1499246000312;358.4249055000255;358.42987260001246;359.88618379994296;358.9274642999517;339.6521033999743;image12_2;macko.png;[0.25, -0.75];341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;341.1595720000332;0.009798499988391995;358.4234123999486;False;[0.21979166666666666];[0.9259259259259259];[1];[0];[0];[17.26294239994604];['image8_2'];['kamera.png'];;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
13;;;;;0;2;2;2;4;0;4;0;359.88618379994296;;;;;;;;;;358.9280341999838;szemuveg.png;[0.75, 0.25];bogre.png;[0.75, -0.75];fotel.png;[-0.75, 0.25];macko.png;[-0.25, 0.25];ora.png;[0.25, -0.75];esernyo.png;[0.25, -0.25];alma.png;[0.25, 0.75];fagyi.png;[0.75, -0.25];fogas.png;[-0.25, -0.25];papucs.png;[0.25, 0.25];auto.png;[-0.75, -0.75];ollo.png;[-0.75, 0.75];vodor.png;[-0.25, -0.75];360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;360.43801079993136;370.4248815999599;375.44975749996956;375.4569859999465;375.9586768000154;375.9544974999735;370.9245860000374;image12_2;zokni.png;[-0.25, -0.75];372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;372.43678989994805;0.012079300009645522;375.4483832999831;True;[-0.20104166666666667];[-0.7555555555555555];[1];[0];[0];[3.010751700028777];['image12_2'];['zokni.png'];;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
13;;;;;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;375.95463009993546;377.45122789999004;0.0015816999366506934;391.3621963999467;[-0.2552083333333333];[-0.08518518518518518];[1];[0];[0];[13.910280599957332];zs23;23;2024-05-05_13h22.03.901;visual_memory;2023.02.03;157.67498790973312;2024-05-05 13h22.27.445993 +0200
