pic_num,training_loop.thisRepN,training_loop.thisTrialN,training_loop.thisN,training_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_text.started,intro_click.started,intro_click.x,intro_click.y,intro_click.leftButton,intro_click.midButton,intro_click.rightButton,intro_click.time,show_images.started,image0_name,image0_position,image1_name,image1_position,image2_name,image2_position,image3_name,image3_position,image4_name,image4_position,image5_name,image5_position,image6_name,image6_position,image7_name,image7_position,image8_name,image8_position,image9_name,image9_position,image10_name,image10_position,image11_name,image11_position,image12_name,image12_position,image0.started,image1.started,image2.started,image3.started,image4.started,image5.started,image6.started,image7.started,image8.started,image9.started,image10.started,image11.started,image12.started,show_images.stopped,blank_screen.started,blank_text.started,blank_text.stopped,blank_screen.stopped,show_images_changed.started,correct_image,correct_image_name,correct_image_pos,image0_2.started,image1_2.started,image2_2.started,image3_2.started,image4_2.started,image5_2.started,image6_2.started,image7_2.started,image8_2.started,image9_2.started,image10_2.started,image11_2.started,image12_2.started,mouse.started,show_images_changed.stopped,is_correct,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.clicked_image,feedback.started,feedback_text.started,feedback_text.stopped,feedback.stopped,begin_real_trial.started,text.started,begin_real_trial.stopped,so_long_and_thanks_for_all_the_fish.started,goodbye_text.started,goodbye_click.started,so_long_and_thanks_for_all_the_fish.stopped,goodbye_click.x,goodbye_click.y,goodbye_click.leftButton,goodbye_click.midButton,goodbye_click.rightButton,goodbye_click.time,id,age,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.016095041995868087,0.008280332898721099,[0.1125],[0.2875],[1],[0],[0],[10.451112125068903],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
,,,,,,,,,,,,,76.46105083404109,,,,,,,,,,76.19015141716227,ora.png,"[-0.25, 0.75]",laptop.png,"[0.75, -0.75]",szemuveg.png,"[-0.75, -0.75]",ollo.png,"[-0.75, 0.75]",bogre.png,"[-0.75, -0.25]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,76.46105083404109,86.18061937508173,86.18063970911317,86.18463066709228,86.9567281671334,86.67074620909989,86.67077616718598,image4_2,kamera.png,"[-0.75, -0.25]",88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,88.18694266700186,0.006498333066701889,91.628041875083,True,[-0.61171875],[-0.3111111111111111],[1],[0],[0],[3.440522375050932],['image4_2'],['kamera.png'],91.62869020900689,91.63454700005241,93.62769045913592,93.62113308417611,93.62122762505896,93.62769045913592,95.95770579203963,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
5,,,,,0,0,0,0,0,0,0,0,96.24620750010945,,,,,,,,,,95.97581662517041,zokni.png,"[-0.25, 0.75]",ollo.png,"[-0.75, -0.25]",fagyi.png,"[-0.25, -0.25]",kamera.png,"[0.75, -0.25]",alma.png,"[0.25, 0.25]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,96.24620750010945,105.94726254208945,109.94416754203849,109.95001350017264,110.69697954203002,110.43500283407047,106.43711775005795,image4_2,szemuveg.png,"[0.25, 0.25]",107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,107.9562872920651,0.009234792087227106,109.94331854209304,True,[0.371875],[0.13055555555555556],[1],[0],[0],[1.9864024999551475],['image4_2'],['szemuveg.png'],,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
5,,,,,0,0,0,0,1,0,1,0,110.69697954203002,,,,,,,,,,110.43547604209743,kamera.png,"[-0.75, 0.75]",fagyi.png,"[0.25, 0.25]",letra.png,"[-0.75, 0.25]",fogas.png,"[-0.25, -0.25]",ora.png,"[0.25, 0.75]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,111.9568239999935,121.92713454202749,124.99018487497233,124.99610125017352,125.74652845901437,125.48116275016218,122.41717174998485,image4_2,vodor.png,"[0.25, 0.75]",123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,123.93431975017302,0.007380041992291808,124.98949237517081,True,[0.25390625],[0.6819444444444445],[1],[0],[0],[1.0545015831012279],['image4_2'],['vodor.png'],,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
5,,,,,0,0,0,0,2,0,2,0,125.74652845901437,,,,,,,,,,125.48159691714682,letra.png,"[0.75, 0.25]",ollo.png,"[-0.75, -0.75]",ora.png,"[-0.25, 0.75]",szemuveg.png,"[-0.75, 0.25]",macko.png,"[-0.25, -0.75]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,127.00342183397152,136.9736451250501,141.9792870839592,141.98386649996974,142.74805329204537,142.478307625046,137.46371691697277,image4_2,ceruza.png,"[-0.25, -0.75]",138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,138.98064416716807,0.0071771249640733,141.97870791703463,True,[-0.10390625],[-0.7125],[1],[0],[0],[2.997485833009705],['image4_2'],['ceruza.png'],,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
5,,,,,0,0,0,0,3,0,3,0,142.74805329204537,,,,,,,,,,142.47874566703103,fogas.png,"[-0.25, 0.75]",fotel.png,"[0.75, 0.75]",papucs.png,"[0.25, 0.75]",ollo.png,"[-0.25, 0.25]",kamera.png,"[-0.25, -0.75]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,143.98383770906366,153.9709294170607,163.86588933411986,163.87079520896077,164.63127716700546,164.36379083408974,154.46100570913404,image4_2,laptop.png,"[-0.25, -0.75]",155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,155.97825837507844,0.007552250055596232,163.86520633404143,True,[-0.10078125],[-0.6361111111111111],[1],[0],[0],[7.886288334149867],['image4_2'],['laptop.png'],,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
5,,,,,0,0,0,0,4,0,4,0,164.63127716700546,,,,,,,,,,164.36436775000766,fotel.png,"[0.25, -0.25]",kamera.png,"[-0.75, -0.75]",letra.png,"[-0.75, -0.25]",auto.png,"[-0.75, 0.75]",ollo.png,"[0.25, 0.75]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,165.87106425012462,175.85637545911595,180.37850141711533,180.3831754589919,181.32405195897445,180.86651229206473,176.34607170918025,image4_2,vodor.png,"[0.25, 0.75]",177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,177.86347558395937,0.007290458073839545,180.37787708407268,True,[0.19921875],[0.7694444444444445],[1],[0],[0],[2.5137897501699626],['image4_2'],['vodor.png'],,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
9,,,,,0,1,1,1,0,0,0,0,181.32405195897445,,,,,,,,,,180.86843091715127,kad.png,"[-0.25, 0.25]",alma.png,"[-0.75, -0.75]",kamera.png,"[0.25, 0.25]",ora.png,"[0.25, -0.25]",vodor.png,"[0.75, 0.25]",szemuveg.png,"[0.25, 0.75]",laptop.png,"[0.75, 0.75]",letra.png,"[-0.25, -0.75]",bogre.png,"[-0.75, -0.25]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,182.3846635001246,192.3700803751126,199.98027779208496,199.98543037497438,200.91518791718408,200.47746391710825,192.85999720916152,image8_2,macko.png,"[-0.75, -0.25]",194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,194.37899558409117,0.009090374922379851,199.97908412502147,True,[-0.62578125],[-0.25277777777777777],[1],[0],[0],[5.599421374965459],['image8_2'],['macko.png'],,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
9,,,,,0,1,1,1,1,0,1,0,200.91518791718408,,,,,,,,,,200.4778323750943,vodor.png,"[-0.25, -0.25]",ora.png,"[0.75, 0.25]",ceruza.png,"[-0.25, 0.75]",kad.png,"[0.25, 0.75]",fagyi.png,"[-0.75, 0.25]",szemuveg.png,"[0.25, 0.25]",esernyo.png,"[0.75, 0.75]",papucs.png,"[-0.75, 0.75]",laptop.png,"[0.25, -0.25]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",blank.png,"[2, 2]",201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,201.99414016702212,211.96986529207788,228.12927354197018,228.13421162497252,229.10870220907964,228.6181287090294,212.46008883416653,image8_2,bogre.png,"[0.25, -0.25]",213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,213.98474079207517,0.015104957856237888,228.12848370918073,False,[-0.64921875],[0.21805555555555556],[1],[0],[0],[14.143071916885674],['image4_2'],['fagyi.png'],,,,,,,,,,,,,,,,,,Miklos,31,2024-05-07_00h07.14.669,visual_memory,2024.1.4,None,2024-05-07 00h07.29.746255 +0200,
