pic_num;training_loop.thisRepN;training_loop.thisTrialN;training_loop.thisN;training_loop.thisIndex;trials_2.thisRepN;trials_2.thisTrialN;trials_2.thisN;trials_2.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;thisRow.t;notes;intro_text.started;intro_click.started;intro_click.x;intro_click.y;intro_click.leftButton;intro_click.midButton;intro_click.rightButton;intro_click.time;show_images.started;image0_name;image0_position;image1_name;image1_position;image2_name;image2_position;image3_name;image3_position;image4_name;image4_position;image5_name;image5_position;image6_name;image6_position;image7_name;image7_position;image8_name;image8_position;image9_name;image9_position;image10_name;image10_position;image11_name;image11_position;image12_name;image12_position;image0.started;image1.started;image2.started;image3.started;image4.started;image5.started;image6.started;image7.started;image8.started;image9.started;image10.started;image11.started;image12.started;show_images.stopped;blank_screen.started;blank_text.started;blank_text.stopped;blank_screen.stopped;show_images_changed.started;correct_image;correct_image_name;correct_image_pos;image0_2.started;image1_2.started;image2_2.started;image3_2.started;image4_2.started;image5_2.started;image6_2.started;image7_2.started;image8_2.started;image9_2.started;image10_2.started;image11_2.started;image12_2.started;mouse.started;show_images_changed.stopped;is_correct;mouse.x;mouse.y;mouse.leftButton;mouse.midButton;mouse.rightButton;mouse.time;mouse.clicked_name;mouse.clicked_image;feedback.started;feedback_text.started;feedback.stopped;begin_real_trial.started;text.started;begin_real_trial.stopped;so_long_and_thanks_for_all_the_fish.started;goodbye_text.started;goodbye_click.started;so_long_and_thanks_for_all_the_fish.stopped;goodbye_click.x;goodbye_click.y;goodbye_click.leftButton;goodbye_click.midButton;goodbye_click.rightButton;goodbye_click.time;id;age;date;expName;psychopyVersion;frameRate;expStart
9;;;;;0;1;1;1;2;0;2;0;268.4176498998422;;;;;;;;;;267.7966594998725;papucs.png;[0.75, -0.25];esernyo.png;[-0.25, 0.75];vodor.png;[-0.75, -0.75];auto.png;[0.75, 0.75];kad.png;[-0.25, -0.75];letra.png;[-0.75, 0.75];macko.png;[0.25, -0.75];kamera.png;[0.25, -0.25];alma.png;[-0.75, 0.25];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;269.32833099993877;279.27336129988544;290.0485044999514;290.0799773000181;291.186510700034;290.57516809995286;279.7999625999946;image8_2;ora.png;[-0.75, 0.25];281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;281.32767209992744;0.002287099836394191;290.04686090000905;False;[-0.753125];[0.7333333333333333];[1];[0];[0];[8.768563099903986];['image5_2'];['letra.png'];;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
9;;;;;0;1;1;1;3;0;3;0;291.186510700034;;;;;;;;;;290.57765419990756;szemuveg.png;[-0.25, 0.75];kad.png;[0.25, -0.75];vodor.png;[0.75, 0.25];hajszarito.png;[0.75, -0.75];esernyo.png;[-0.75, -0.25];ceruza.png;[-0.25, -0.25];ollo.png;[-0.25, 0.25];ora.png;[0.25, -0.25];alma.png;[-0.25, -0.75];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;292.0910865999758;302.0348402999807;308.87895549996756;308.9015291999094;310.01331129996106;309.3981127999723;302.5477485000156;image8_2;macko.png;[-0.25, -0.75];304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;304.0872304998338;0.05282189999707043;308.87521980004385;True;[-0.23125];[-0.7166666666666667];[1];[0];[0];[4.784829500131309];['image8_2'];['macko.png'];;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
9;;;;;0;1;1;1;4;0;4;0;310.01331129996106;;;;;;;;;;309.399253499927;fogas.png;[0.25, 0.25];zokni.png;[0.75, 0.75];fagyi.png;[-0.25, -0.25];kad.png;[0.25, 0.75];fotel.png;[-0.25, -0.75];letra.png;[-0.75, -0.25];ora.png;[0.75, 0.25];auto.png;[-0.25, 0.75];ceruza.png;[-0.75, 0.75];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];blank.png;[2, 2];310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;310.91951919998974;320.87299759988673;330.9512859999668;330.9753508998547;332.44203219981864;331.4800609999802;321.3961273999885;image8_2;kamera.png;[-0.75, 0.75];322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;322.928829099983;0.05650840001180768;330.94760719989426;False;[-0.27291666666666664];[-0.7888888888888889];[1];[0];[0];[8.016302400035784];['image4_2'];['fotel.png'];;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
9;;;;;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
13;;;;;0;2;2;2;0;0;0;0;332.44203219981864;;;;;;;;;;331.48322819988243;bogre.png;[-0.75, -0.25];vodor.png;[-0.25, 0.75];fagyi.png;[-0.25, 0.25];macko.png;[-0.25, -0.75];esernyo.png;[0.25, 0.25];auto.png;[0.75, -0.25];zokni.png;[-0.75, -0.75];letra.png;[0.75, -0.75];hajszarito.png;[0.75, 0.75];fotel.png;[0.75, 0.25];alma.png;[-0.75, 0.75];szemuveg.png;[-0.25, -0.25];ora.png;[0.25, 0.75];333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;333.0073800999671;342.9624960999936;354.42786869988777;354.4414410998579;355.8247902998701;354.92912409990095;343.4871477999259;image12_2;laptop.png;[0.25, 0.75];345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;345.03998729982413;0.002208499936386943;354.42268109996803;False;[-0.221875];[0.8];[1];[0];[0];[9.452423800015822];['image1_2'];['vodor.png'];;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
13;;;;;0;2;2;2;1;0;1;0;355.8247902998701;;;;;;;;;;354.9311181998346;esernyo.png;[0.25, -0.25];fogas.png;[-0.25, 0.25];ora.png;[-0.25, -0.75];papucs.png;[-0.75, -0.25];kad.png;[0.25, 0.25];auto.png;[-0.25, 0.75];hajszarito.png;[0.25, -0.75];zokni.png;[0.75, -0.75];alma.png;[0.75, 0.75];letra.png;[-0.25, -0.25];fotel.png;[-0.75, 0.75];laptop.png;[-0.75, -0.75];bogre.png;[0.75, 0.25];356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;356.47432649997063;366.42615059996024;374.3774313998874;374.39219839987345;375.78334859991446;374.8992288999725;366.9595051999204;image12_2;kamera.png;[0.75, 0.25];368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;368.48402119986713;0.058181599946692586;374.3740926999599;True;[0.7229166666666667];[0.2722222222222222];[1];[0];[0];[5.887083000037819];['image12_2'];['kamera.png'];;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
13;;;;;0;2;2;2;2;0;2;0;375.78334859991446;;;;;;;;;;374.900633999845;ollo.png;[-0.25, 0.75];fotel.png;[0.75, -0.25];fogas.png;[-0.75, -0.75];laptop.png;[0.25, 0.25];alma.png;[0.75, 0.75];fagyi.png;[-0.75, 0.75];ceruza.png;[0.25, 0.75];ora.png;[-0.75, 0.25];auto.png;[0.75, -0.75];kad.png;[-0.75, -0.25];zokni.png;[0.25, -0.75];vodor.png;[0.25, -0.25];kamera.png;[-0.25, 0.25];376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;376.4471558998339;386.39800679986365;394.06493839994073;394.08915119990706;395.4785203000065;394.60261509986594;386.90979769988917;image12_2;hajszarito.png;[-0.25, 0.25];388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;388.4505700999871;0.05268119997344911;394.06254299986176;True;[-0.22708333333333333];[0.2796296296296296];[1];[0];[0];[5.608918600017205];['image12_2'];['hajszarito.png'];;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
13;;;;;0;2;2;2;3;0;3;0;395.4785203000065;;;;;;;;;;394.6058233999647;letra.png;[-0.25, 0.75];kamera.png;[0.75, 0.25];kad.png;[0.25, 0.25];fagyi.png;[0.75, 0.75];macko.png;[0.25, 0.75];alma.png;[0.75, -0.25];hajszarito.png;[0.75, -0.75];fotel.png;[-0.25, 0.25];ollo.png;[0.25, -0.25];fogas.png;[-0.75, -0.25];bogre.png;[-0.75, 0.75];vodor.png;[-0.75, 0.25];ora.png;[-0.25, -0.25];396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;396.14308950002305;406.0900852999184;423.44639489986;423.4720876000356;424.8314519999549;423.975877400022;406.61458149994723;image12_2;szemuveg.png;[-0.25, -0.25];408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;408.16266059991904;0.0019977001938968897;423.4448003999423;True;[-0.18541666666666667];[-0.3148148148148148];[1];[0];[0];[15.347175899893045];['image12_2'];['szemuveg.png'];;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
13;;;;;0;2;2;2;4;0;4;0;424.8314519999549;;;;;;;;;;423.9790242998861;fagyi.png;[-0.75, -0.75];vodor.png;[0.75, 0.75];auto.png;[-0.25, 0.25];kamera.png;[-0.25, 0.75];esernyo.png;[-0.75, 0.75];alma.png;[0.75, -0.25];fotel.png;[-0.25, -0.25];szemuveg.png;[-0.75, 0.25];kad.png;[0.25, -0.75];bogre.png;[0.25, 0.25];laptop.png;[0.25, 0.75];fogas.png;[0.75, -0.75];letra.png;[-0.75, -0.25];425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;425.49950689985417;435.46888799988665;441.2150254000444;441.2374080000445;441.7417866999749;441.7275278000161;435.9873842999805;image12_2;ora.png;[-0.75, -0.25];437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;437.5365485998336;-0.0009089999366551638;441.2136683999561;True;[-0.7552083333333334];[-0.2222222222222222];[1];[0];[0];[3.7419598000124097];['image12_2'];['ora.png'];;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
13;;;;;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;441.7278231999371;443.23533789999783;0.020494099939242005;445.32054489990696;[0.21145833333333333];[0.009259259259259259];[1];[0];[0];[2.0830111999530345];SO3;18;2024-04-25_21h46.27.202;visual_memory;2023.02.03;None;2024-04-25 21h47.57.110137 +0200
