filename	pic_num	training_loop.thisRepN	training_loop.thisTrialN	training_loop.thisN	training_loop.thisIndex	trials_2.thisRepN	trials_2.thisTrialN	trials_2.thisN	trials_2.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	thisRow.t	notes	intro_text.started	intro_click.started	intro_click.x	intro_click.y	intro_click.leftButton	intro_click.midButton	intro_click.rightButton	intro_click.time	show_images.started	image0_name	image0_position	image1_name	image1_position	image2_name	image2_position	image3_name	image3_position	image4_name	image4_position	image5_name	image5_position	image6_name	image6_position	image7_name	image7_position	image8_name	image8_position	image9_name	image9_position	image10_name	image10_position	image11_name	image11_position	image12_name	image12_position	image0.started	image1.started	image2.started	image3.started	image4.started	image5.started	image6.started	image7.started	image8.started	image9.started	image10.started	image11.started	image12.started	show_images.stopped	blank_screen.started	blank_text.started	blank_text.stopped	blank_screen.stopped	show_images_changed.started	correct_image	correct_image_name	correct_image_pos	image0_2.started	image1_2.started	image2_2.started	image3_2.started	image4_2.started	image5_2.started	image6_2.started	image7_2.started	image8_2.started	image9_2.started	image10_2.started	image11_2.started	image12_2.started	mouse.started	show_images_changed.stopped	is_correct	mouse.x	mouse.y	mouse.leftButton	mouse.midButton	mouse.rightButton	mouse.time	mouse.clicked_name	mouse.clicked_image	feedback.started	feedback_text.started	feedback.stopped	feedback_text.stopped	begin_real_trial.started	text.started	begin_real_trial.stopped	so_long_and_thanks_for_all_the_fish.started	goodbye_text.started	goodbye_click.started	so_long_and_thanks_for_all_the_fish.stopped	goodbye_click.x	goodbye_click.y	goodbye_click.leftButton	goodbye_click.midButton	goodbye_click.rightButton	goodbye_click.time	id	age	date	expName	psychopyVersion	frameRate	expStart	
./Z_mergeddataz.csv																																																																																																								415.9115462000482	417.4192193998024	0.0059241000562906265	419.8619351000525	[-0.26145833333333335]	[0.7666666666666667]	[1]	[0]	[0]	[2.4420179002918303]	harmas	52	2024-05-05_20h03.46.078	visual_memory	2023.02.03	120.1631332570502	2024-05-05 20h04.11.282057 +0200	
./Z_mergeddataz.csv																0.02913079969584942	0.020722600165754557	[-0.0020833333333333333]	[-0.3814814814814815]	[1]	[0]	[0]	[25.449364999774843]																																																																																											kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv														97.01824750006199										96.71898730006069	esernyo.png	[0.25, -0.25]	bogre.png	[-0.75, 0.75]	auto.png	[0.25, 0.25]	kamera.png	[0.75, -0.75]	laptop.png	[-0.25, 0.25]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	97.01824750006199	106.71020919969305	106.71022949973121	106.71821009973064	107.47634269995615	107.21059609996155	107.21061090007424	image4_2	fotel.png	[-0.25, 0.25]	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	108.72703830013052	0.017043900210410357	116.02851120010018	TRUE	[-0.23125]	[0.2]	[1]	[0]	[0]	[7.30064389994368]	['image4_2']	['fotel.png']	116.02918710000813	116.04301649983972	118.03483629971743	75.73553599976003	118.03487729979679	118.04287090012804	120.6439437000081											kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	5					0	0	0	0	0	0	0	0	120.96766600012779										120.65209749992937	ora.png	[0.75, 0.75]	hajszarito.png	[-0.75, 0.25]	laptop.png	[-0.25, -0.75]	fotel.png	[0.75, 0.25]	szemuveg.png	[0.75, -0.25]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	120.96766600012779	130.64296229975298	136.56186959985644	136.56705409986898	137.3421633997932	137.05969889974222	131.1431888998486	image4_2	fagyi.png	[0.75, -0.25]	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	132.66001329990104	0.01727189961820841	136.5608569998294	TRUE	[0.7697916666666667]	[-0.17222222222222222]	[1]	[0]	[0]	[3.8999305996112525]	['image4_2']	['fagyi.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	5					0	0	0	0	1	0	1	0	137.3421633997932										137.06001019990072	ollo.png	[-0.25, 0.25]	letra.png	[-0.75, -0.25]	laptop.png	[-0.25, 0.75]	fagyi.png	[0.75, -0.75]	ora.png	[0.75, 0.25]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	138.583883699961	148.5592183000408	152.63640449987724	152.6415601996705	153.52506479993463	153.1342464000918	149.05940190004185	image4_2	vodor.png	[0.75, 0.25]	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	150.57501429971308	0.01593569992110133	152.635768099688	TRUE	[0.7260416666666667]	[0.22407407407407406]	[1]	[0]	[0]	[2.059786000289023]	['image4_2']	['vodor.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	5					0	0	0	0	2	0	2	0	153.52506479993463										153.13455469999462	ceruza.png	[-0.75, -0.75]	szemuveg.png	[0.25, -0.75]	fotel.png	[0.25, 0.75]	bogre.png	[-0.25, -0.75]	papucs.png	[0.75, 0.25]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	154.65863010007888	164.63342540012673	170.5606561000459	170.56601499998942	171.34123479994014	171.058392399922	165.1337786000222	image4_2	fogas.png	[0.75, 0.25]	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	166.6493939999491	0.016107600182294846	170.5599584998563	TRUE	[0.7614583333333333]	[0.22407407407407406]	[1]	[0]	[0]	[3.9098574998788536]	['image4_2']	['fogas.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	5					0	0	0	0	3	0	3	0	171.34123479994014										171.05870359996334	fotel.png	[-0.75, -0.75]	ollo.png	[0.75, -0.75]	vodor.png	[-0.25, 0.75]	szemuveg.png	[0.25, 0.25]	hajszarito.png	[0.25, -0.25]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	172.58299680007622	182.55842119967565	189.22754149977118	189.2409419999458	190.01568339997903	189.7331487997435	183.05831279978156	image4_2	fagyi.png	[0.25, -0.25]	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	184.57403069967404	0.015749499667435884	189.2269072998315	TRUE	[0.2635416666666667]	[-0.22777777777777777]	[1]	[0]	[0]	[4.652191900182515]	['image4_2']	['fagyi.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	5					0	0	0	0	4	0	4	0	190.01568339997903										189.73345579998568	papucs.png	[-0.25, -0.75]	hajszarito.png	[0.75, -0.75]	vodor.png	[0.25, -0.25]	alma.png	[0.75, -0.25]	fogas.png	[0.25, 0.75]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	191.2484460999258	201.2242501997389	205.05061079980806	205.06553289992735	206.13194559980184	205.55778570007533	201.72433479968458	image4_2	kamera.png	[0.25, 0.75]	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	203.2396081998013	0.015489900019019842	205.04997609974816	TRUE	[0.2635416666666667]	[0.5833333333333334]	[1]	[0]	[0]	[1.8097128001973033]	['image4_2']	['kamera.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	5					0	0	0	0																																																																																																									kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	9					0	1	1	1	0	0	0	0	206.13194559980184										205.5585747999139	ollo.png	[-0.25, 0.75]	papucs.png	[-0.25, 0.25]	fagyi.png	[0.75, -0.25]	letra.png	[0.25, 0.75]	ceruza.png	[0.25, -0.75]	fotel.png	[-0.75, 0.25]	kamera.png	[-0.25, -0.75]	zokni.png	[-0.75, 0.75]	esernyo.png	[-0.75, -0.75]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	207.1072152000852	217.04897829983383	223.43429009988904	223.4484183997847	224.4814456999302	223.94073450006545	217.5488404999487	image8_2	kad.png	[-0.75, -0.75]	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	219.10686499997973	0.05804949998855591	223.4332300000824	TRUE	[-0.903125]	[-0.7185185185185186]	[1]	[0]	[0]	[4.325658699963242]	['image8_2']	['kad.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	9					0	1	1	1	1	0	1	0	224.4814456999302										223.94120020000264	papucs.png	[0.75, -0.75]	hajszarito.png	[0.75, 0.75]	kad.png	[0.25, 0.25]	vodor.png	[-0.25, -0.75]	letra.png	[-0.25, 0.75]	zokni.png	[0.25, -0.25]	fotel.png	[-0.75, 0.25]	ollo.png	[-0.25, -0.25]	ceruza.png	[-0.75, 0.75]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	225.466204599943	235.43173700012267	241.10932789975777	241.11449800012633	242.0892674997449	241.60682570002973	235.93195830006152	image8_2	auto.png	[-0.75, 0.75]	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	237.46460640011355	0.033080500084906816	241.1086973999627	TRUE	[-0.8197916666666667]	[0.8]	[1]	[0]	[0]	[3.643302599899471]	['image8_2']	['auto.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	9					0	1	1	1	2	0	2	0	242.0892674997449										241.60713719995692	bogre.png	[-0.25, -0.75]	alma.png	[-0.75, -0.75]	laptop.png	[0.25, 0.75]	zokni.png	[-0.25, -0.25]	kad.png	[0.25, -0.25]	auto.png	[0.25, -0.75]	vodor.png	[0.75, 0.75]	papucs.png	[0.75, -0.75]	ceruza.png	[-0.75, 0.75]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	243.14010889967903	253.11500669969246	257.14145200001076	257.147000500001	258.288820900023	257.6397909997031	253.61489580012858	image8_2	fogas.png	[-0.75, 0.75]	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	255.14668399980292	0.031901400070637465	257.1408126000315	TRUE	[-0.6822916666666666]	[0.812962962962963]	[1]	[0]	[0]	[1.9932979997247458]	['image8_2']	['fogas.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	9					0	1	1	1	3	0	3	0	258.288820900023										257.64010479999706	hajszarito.png	[-0.75, 0.25]	auto.png	[-0.75, -0.75]	fagyi.png	[-0.25, -0.75]	papucs.png	[0.25, 0.75]	laptop.png	[0.25, -0.25]	zokni.png	[0.75, 0.75]	ora.png	[-0.25, 0.25]	szemuveg.png	[-0.25, 0.75]	letra.png	[0.25, 0.25]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	259.173831500113	269.1389700998552	276.96583120012656	276.97124599991366	277.9382532997988	277.46417870000005	269.6394603997469	image8_2	ollo.png	[0.25, 0.25]	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	271.17198659991845	0.03323799977079034	276.9651931999251	FALSE	[-0.27708333333333335]	[0.22592592592592592]	[1]	[0]	[0]	[5.792447899933904]	['image6_2']	['ora.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	9					0	1	1	1	4	0	4	0	277.9382532997988										277.4644913999364	auto.png	[-0.25, 0.75]	letra.png	[-0.75, 0.25]	ceruza.png	[0.75, -0.75]	kad.png	[0.75, -0.25]	esernyo.png	[-0.75, -0.25]	zokni.png	[0.25, 0.25]	kamera.png	[0.75, 0.75]	fotel.png	[0.25, 0.75]	alma.png	[-0.25, -0.75]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	278.9982933998108	288.9637319999747	299.78218310000375	299.7963465997018	300.962490899954	300.288404900115	289.46376339998096	image8_2	papucs.png	[-0.25, -0.75]	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	290.9965924997814	0.03298929985612631	299.78153449995443	FALSE	[-0.6927083333333334]	[-0.17592592592592593]	[1]	[0]	[0]	[8.784145599696785]	['image4_2']	['esernyo.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	9					0	1	1	1																																																																																																									kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	13					0	2	2	2	0	0	0	0	300.962490899954										300.2891811998561	kad.png	[-0.75, -0.75]	fogas.png	[0.75, 0.25]	papucs.png	[-0.25, -0.75]	fagyi.png	[0.25, 0.25]	szemuveg.png	[0.75, 0.75]	vodor.png	[0.75, -0.75]	kamera.png	[-0.25, 0.25]	laptop.png	[-0.25, -0.25]	bogre.png	[0.25, -0.25]	esernyo.png	[-0.75, 0.75]	zokni.png	[0.25, -0.75]	letra.png	[0.25, 0.75]	macko.png	[-0.75, -0.25]	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	301.8546150997281	311.77990239998326	319.4490152997896	319.4530516997911	320.603820099961	319.9464409998618	312.27994629973546	image12_2	auto.png	[-0.75, -0.25]	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	313.8459616997279	0.06627399986609817	319.44800730003044	FALSE	[-0.23333333333333334]	[0.1537037037037037]	[1]	[0]	[0]	[5.601283899974078]	['image6_2']	['kamera.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	13					0	2	2	2	1	0	1	0	320.603820099961										319.9469301998615	fotel.png	[-0.25, 0.25]	fagyi.png	[-0.75, 0.25]	ceruza.png	[0.25, 0.25]	papucs.png	[-0.25, 0.75]	laptop.png	[0.75, -0.75]	letra.png	[0.75, -0.25]	macko.png	[-0.25, -0.75]	kad.png	[-0.75, 0.75]	bogre.png	[-0.75, -0.75]	ora.png	[0.25, -0.75]	auto.png	[0.75, 0.25]	ollo.png	[0.25, 0.75]	esernyo.png	[-0.75, -0.25]	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	321.49572229990736	331.44586669979617	335.1999606001191	335.21201749984175	336.5950179998763	335.7042511999607	331.94606189988554	image12_2	fogas.png	[-0.75, -0.25]	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	333.49537689983845	0.04972869995981455	335.1993045001291	TRUE	[-0.7427083333333333]	[-0.3574074074074074]	[1]	[0]	[0]	[1.70308250002563]	['image12_2']	['fogas.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	13					0	2	2	2	2	0	2	0	336.5950179998763										335.7045678999275	vodor.png	[0.75, -0.25]	fotel.png	[0.75, 0.75]	alma.png	[0.25, -0.25]	kad.png	[-0.25, 0.25]	esernyo.png	[-0.75, 0.75]	kamera.png	[-0.75, 0.25]	zokni.png	[-0.25, -0.25]	bogre.png	[0.75, 0.25]	ora.png	[0.75, -0.75]	auto.png	[-0.25, -0.75]	letra.png	[-0.25, 0.75]	fogas.png	[0.25, -0.75]	macko.png	[-0.75, -0.25]	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	337.24531899997965	347.2038650996983	350.52291679987684	350.5281293997541	351.9279148001224	351.0203756997362	347.70385859999806	image12_2	szemuveg.png	[-0.75, -0.25]	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	349.2448017997667	0.04106379998847842	350.52228489983827	TRUE	[-0.696875]	[-0.17037037037037037]	[1]	[0]	[0]	[1.276843999978155]	['image12_2']	['szemuveg.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	13					0	2	2	2	3	0	3	0	351.9279148001224										351.0206854999997	kamera.png	[-0.75, 0.25]	fogas.png	[0.25, 0.75]	alma.png	[-0.25, 0.25]	fotel.png	[0.25, -0.25]	zokni.png	[-0.75, 0.75]	esernyo.png	[0.75, -0.75]	bogre.png	[0.75, 0.25]	hajszarito.png	[0.75, -0.25]	papucs.png	[-0.25, -0.75]	macko.png	[0.25, 0.25]	auto.png	[0.25, -0.75]	szemuveg.png	[-0.75, -0.25]	laptop.png	[-0.25, -0.25]	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	352.56994309974834	362.5288665997796	369.05562519980595	369.0693613998592	370.21912059979513	369.5617331000976	363.0285660000518	image12_2	fagyi.png	[-0.25, -0.25]	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	364.5773070999421	-0.000973100308328867	369.0549967996776	FALSE	[-0.7875]	[-0.2037037037037037]	[1]	[0]	[0]	[4.526215699966997]	['image11_2']	['szemuveg.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	13					0	2	2	2	4	0	4	0	370.21912059979513										369.5620587999001	papucs.png	[0.25, 0.25]	esernyo.png	[-0.25, 0.75]	ollo.png	[0.25, 0.75]	fagyi.png	[-0.75, -0.75]	szemuveg.png	[0.25, -0.75]	ceruza.png	[0.75, -0.75]	vodor.png	[-0.75, 0.25]	fogas.png	[0.75, -0.25]	laptop.png	[-0.75, 0.75]	bogre.png	[0.25, -0.25]	kad.png	[-0.25, -0.75]	zokni.png	[-0.75, -0.25]	alma.png	[0.75, 0.75]	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	371.10274109989405	381.0615829997696	385.1054565999657	385.10988530004397	385.6106436001137	385.60284719988704	381.5614562998526	image12_2	fotel.png	[0.75, 0.75]	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	383.1108148996718	-0.0005323998630046844	385.10480650002137	FALSE	[0.7739583333333333]	[-0.2351851851851852]	[1]	[0]	[0]	[2.0427231998182833]	['image7_2']	['fogas.png']																		kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv	13					0	2	2	2																																																																																																									kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv																																																																																																								385.6029483000748	387.1107526998967	0.005473400000482798	401.57702729990706	[0.7739583333333333]	[-0.2351851851851852]	[1]	[0]	[0]	[14.46559810033068]	kettes	62	2024-05-05_19h53.51.954	visual_memory	2023.02.03	119.85780018122078	2024-05-05 19h55.14.013563 +0200	
./Z_mergeddataz.csv																0.04855680000036955	0.022139400243759155	[0.14791666666666667]	[-0.12777777777777777]	[1]	[0]	[0]	[1.2616272000595927]																																																																																											negyes	23	2024-05-05_20h56.16.845	visual_memory	2023.02.03	59.65626070305012	2024-05-05 20h56.28.954179 +0200	
./Z_mergeddataz.csv														65.61382410023361										65.33047960000113	vodor.png	[-0.25, -0.25]	macko.png	[0.75, 0.25]	esernyo.png	[0.25, -0.25]	papucs.png	[0.75, 0.75]	hajszarito.png	[-0.75, -0.25]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	65.61382410023361	75.32408320019022	75.32409700006247	75.34023700002581	76.04095409996808	75.82468510000035	75.82469530031085	image4_2	zokni.png	[-0.75, -0.25]	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	77.34232950024307	0.018344399984925985	78.144741400145	TRUE	[-0.6791666666666667]	[-0.2574074074074074]	[1]	[0]	[0]	[0.8018566002137959]	['image4_2']	['zokni.png']	78.14514769986272	78.15996740013361	80.14540759986266	80.16163079999387	80.14543620031327	80.16163079999387	83.29920870019123											negyes	23	2024-05-05_20h56.16.845	visual_memory	2023.02.03	59.65626070305012	2024-05-05 20h56.28.954179 +0200	
./Z_mergeddataz.csv	5					0	0	0	0	0	0	0	0	83.53194160014391										83.30530830007046	macko.png	[-0.25, 0.25]	ollo.png	[0.25, 0.75]	letra.png	[0.75, 0.25]	bogre.png	[0.75, -0.75]	vodor.png	[0.25, 0.25]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	blank.png	[2, 2]	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	83.53194160014391	93.29201069986448	99.28256729990244	99.29743420006707	99.99790990026668	99.78159049991518	93.79223000025377	image4_2	papucs.png	[0.25, 0.25]	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	95.31029239995405	0.01843689987435937	99.28191740019247	TRUE	[0.196875]	[0.24259259259259258]	[1]	[0]	[0]	[3.9710639002732933]	['image4_2']	['papucs.png']																		negyes	23	2024-05-05_20h56.16.845	visual_memory	2023.02.03	59.65626070305012	2024-05-05 20h56.28.954179 +0200	
